image,predicted,expected,correct
wi1611.png,ZT1-L0T,271LDZ,0
wi179.png,8X-400,RXH400,0
wi219.png,5M1LEM0,SMILEM0,0
wi264.png,9GZ-ARF,962ARF,0
wi291.png,01G-FAF,616FAF,0
wi301.png,15,704BBJ,0
wi306.png,81GCHEE5E,BIGCHEESE,0
wi428.png,G8T-AHU,687AHV,0
wi438.png,AACUAN,VACVAN,0
wi454.png,319-GXY,379GXY,0
wi580.png,PAN-ZG,PAM221,0
wi699.png,Z3T-TK,237TKJ,0
wi911.png,19G-GPF,196GPF,0
wi972.png,10-NU5,810NUS,0
wv1056.png,15Z4,7524,0
wv1113.png,0AM145,OAM145,0
wv12.png,GNM1GZ,6NM162,0
wv1256.png,5T,4N3972,0
wv1399.png,3Y1G88,3Y1688,0
wv1646.png,4W58Z5,4W5825,0
wv290.png,4H58,4W5825,0
wv37.png,CTHULHU,CTHULHU,1
wv495.png,0AK85G,9AK856,0
wv496.png,555WWAH,OEC617,0
wv80.png,4P8188,4PB188,0
wv861.png,W05EMWW1,548,0
wy1083.png,T1348,4434R,0
wy1093.png,LLJ0-,299YX,0
wy1235.png,H0CH,248,0
wy1514.png,13Z1TRUCK,1321,0
wy23.png,-5,1345D,0
wy282.png,WMM5R00TG,5501,0
wy322.png,NG9Z,692,0
wy368.png,5505E,5503F,0
wy369.png,PGTEE,874J,0
wy420.png,001000,0,0
wy508.png,34505N,3555,0
wy658.png,1A15,4475,0
wy712.png,Y,4779,0
wy716.png,ZT9XA,79XA,0
wy963.png,G339C,4339C,0
